"title","lat","lon","school"
"Holly Ridge Elementary School, Rayville, LA",32.468586,-91.627963,1
"Mangham Junior High School, Mangham, LA",32.310426,-91.787022,1
"Rayville Junior High School, Rayville, LA",32.461162,-91.748318,1
"Start Elementary School, Start, LA",32.487075,-91.857712,1
"Converse High School, Converse, LA",31.785687,-93.697818,1
"Ebarb School, Noble, LA",31.630426,-93.751219,1
"Florien High School, Florien, LA",31.439179,-93.459675,1
"Many Junior High School, Many, LA",31.594364,-93.448373,1
"Negreet High School, Negreet, LA",31.46976,-93.574417,1
"Pleasant Hill High School, Pleasant Hill, LA",31.815633,-93.513096,1
"Zwolle High School, Zwolle, LA",31.634429,-93.646523,1
"C.F. Rowley Alternative School, Chalmette, LA",29.944533,-89.978423,1
"N.P. Trist Middle School, Meraux, LA",29.928746,-89.924525,1
"St. Bernard Middle School, St. Bernard, LA",29.874189,-89.873833,1
"Andrew Jackson Middle School, Chalmette, LA",29.949959,-89.983534,1
"Destrehan High School, Destrehan, LA",29.965226,-90.382269,1
"Hahnville High School, Boutte, LA",29.889747,-90.406361,1
"R.K. Smith Middle School, Luling, LA",29.937986,-90.379164,1
"J.B. Martin Middle School, Paradis, LA",29.877354,-90.42781,1
"Albert Cammon Middle School, St. Rose, LA",29.958314,-90.310925,1
"Harry M. Hurst Middle School, Destrehan, LA",29.950449,-90.372289,1
"St. Helena College and Career Academy, Greensburg, LA",30.827421,-90.671405,1
"Lutcher High School, Lutcher, LA",30.046012,-90.694836,1
"St. James High School, St. James, LA",29.98878,-90.836416,1
"John L. Ory Communications Magnet Elementary, LaPlace, LA",30.065341,-90.486784,1
"Garyville/Mt. Airy Math & Science Magnet Schl., Garyville, LA",30.045464,-90.624631,1
"LaPlace Elementary School, LaPlace, LA",30.081555,-90.491847,1
"East St. John Elementary School, LaPlace, LA",30.072627,-90.518759,1
"West St. John High School, Edgard, LA",30.016597,-90.552899,1
"Fifth Ward Elementary School, Reserve, LA",30.054067,-90.531974,1
"Lake Pontchartrain Elementary School, LaPlace, LA",30.08086,-90.467991,1
"Emily C. Watkins Elementary, Laplace, LA",30.055979,-90.477103,1
"Arnaudville Elementary School, Arnaudville, LA",30.3973,-91.936,1
"Eunice Junior High School, Eunice, LA",30.489495,-92.423689,1
"Krotz Springs Elementary School, Krotz Springs, LA",30.54013,-91.757472,1
"Lawtell Elementary School, Lawtell, LA",30.51405,-92.2024,1
"Leonville Elementary School, Leonville, LA",30.475211,-91.979647,1
"Opelousas Junior High School, Opelousas, LA",30.533015,-92.081535,1
"Sunset Elementary School, Sunset, LA",30.404158,-92.066481,1
"Washington Elementary School, Washington, LA",30.602509,-92.068021,1
"Port Barre Middle School, Port Barre, LA",30.561647,-91.952718,1
"Magnet Academy for Cultural Arts, Opelousas, LA",30.522523,-92.072816,1
"North Central High School, LeBeau, LA",30.727726,-91.984475,1
"Plaisance Elementary School, Opelousas, LA",30.61841,-92.13259,1
"Breaux Bridge Junior High School, Breaux Bridge, LA",30.275496,-91.901467,1
"Breaux Bridge High School, Breaux Bridge, LA",30.25392,-91.85823,1
"Catahoula Elementary School, St. Martinville, LA",30.21576,-91.70967,1
"Cecilia Junior High School, Cecilia, LA",30.339566,-91.851862,1
"Cecilia High School, Cecilia, LA",30.339566,-91.851862,1
"Parks Middle School, St. Martinville, LA",30.212497,-91.823278,1
"St. Martinville Junior High School, St. Martinville, LA",30.103035,-91.839381,1
"St. Martinville Senior High School, St. Martinville, LA",30.131962,-91.826236,1
"Stephensville Elementary School, Morgan City, LA",29.758979,-91.174977,1
"Berwick Junior High School, Berwick, LA",29.708409,-91.253029,1
"Centerville High School, Centerville, LA",29.758342,-91.429687,1
"Franklin Junior High School, Franklin, LA",29.784233,-91.506498,1
"B. Edward Boudreaux Middle School, Baldwin, LA",29.858307,-91.568506,1
"Morgan City Junior High School, Morgan City, LA",29.705382,-91.20357,1
"Patterson Junior High School, Patterson, LA",29.69292,-91.30376,1
"Fontainebleau Junior High School, Mandeville, LA",30.404115,-90.038027,1
"Boyet Junior High School, Slidell, LA",30.292304,-89.73894,1
"Fifth Ward Junior High School, Bush, LA",30.614901,-89.923428,1
"Folsom Junior High School, Folsom, LA",30.637588,-90.207399,1
"Lee Road Junior High School, Covington, LA",30.581136,-90.07655,1
"William Pitcher Junior High School, Covington, LA",30.473206,-90.10462,1
"Slidell Junior High School, Slidell, LA",30.280212,-89.779424,1
"Clearwood Junior High School, Slidell, LA",30.312366,-89.75324,1
"Mandeville Junior High School, Mandeville, LA",30.364887,-90.074628,1
"Creekside Junior High, Pearl River, LA",30.382299,-89.765869,1
"Madisonville Junior High School, Madisonville, LA",30.41147,-90.15931,1
"St. Tammany Junior High School, Slidell, LA",30.267521,-89.779633,1
"L.P. Monteleone Junior High School, Mandeville, LA",30.34127,-90.006414,1
"Champ Cooper Elementary School, Ponchatoula, LA",30.470443,-90.324452,1
"Hammond Junior High Magnet School, Hammond, LA",30.497821,-90.469396,1
"Independence Middle Magnet School, Independence, LA",30.638864,-90.506672,1
"Kentwood High Magnet School, Kentwood, LA",30.937983,-90.514953,1
"Lucille Nesom Middle School, Tickfaw, LA",30.577497,-90.486813,1
"Ponchatoula Junior High School, Ponchatoula, LA",30.437071,-90.436473,1
"Southeastern LA University Lab School, Hammond, LA",30.512321,-90.468672,1
"West Side Middle School, Amite, LA",30.725936,-90.514092,1
"Hammond Eastside Elementary Magnet School, Hammond, LA",30.513969,-90.380423,1
"Loranger Middle School, Loranger, LA",30.638377,-90.399994,1
"Jewel M. Sumner Middle School, Kentwood, LA",30.869917,-90.472671,1
"Tangipahoa Alternative Solutions Program, Hammond, LA",30.518295,-90.459199,1
"Florida Parishes Juvenile Detention Cntr., Covington, LA",30.503605,-90.245397,1
"Tensas High School, St. Joseph, LA",31.922623,-91.238017,1
"Newellton Elementary School, Newellton, LA",32.07307,-91.241763,1
"Evergreen Junior High School, Houma, LA",29.6589,-90.76941,1
"Houma Junior High School, Houma, LA",29.600253,-90.747196,1
"Lacache Middle School, Chauvin, LA",29.45828,-90.58941,1
"Montegut Middle School, Montegut, LA",29.481477,-90.549701,1
"Oaklawn Junior High School, Houma, LA",29.574458,-90.687971,1
"School for Exceptional Children, Houma, LA",29.572834,-90.684184,1
"Grand Caillou Middle School, Houma, LA",29.55236,-90.678261,1
"Downsville Charter School, Downsville, LA",32.625504,-92.412452,1
"Union Parish Junior High School, Farmerville, LA",32.779929,-92.408162,1
"Forked Island/E. Broussard Elem School, Abbeville, LA",29.862976,-92.265366,1
"Rene A. Rost Middle School, Kaplan, LA",30.00325,-92.284741,1
"J.H. Williams Middle School, Abbeville, LA",29.97505,-92.123346,1
"Gueydan High School, Gueydan, LA",30.026271,-92.503975,1
"Erath Middle School, Erath, LA",29.95271,-92.0357,1
"North Vermillion Middle School, Maurice, LA",30.079077,-92.175887,1
"Anacoco High School, Anacoco, LA",31.252474,-93.338527,1
"Evans High School, Evans, LA",30.98358,-93.50236,1
"Hicks High School, Leesville, LA",31.181822,-92.981268,1
"Hornbeck High School, Hornbeck, LA",31.325299,-93.394982,1
"Leesville Junior High School, Leesville, LA",31.147483,-93.258775,1
"Pitkin High School, Pitkin, LA",30.936547,-92.93412,1
"Rosepine High School, Rosepine, LA",30.927003,-93.286001,1
"Simpson High School, Simpson, LA",31.261818,-93.009613,1
"Pickering High School, Leesville, LA",31.03882,-93.269666,1
"Franklinton Junior High School, Franklinton, LA",30.84973,-90.158216,1
"Mt. Hermon School, Mt. Hermon, LA",30.956993,-90.295316,1
"Pine School, Franklinton, LA",30.91247,-90.012526,1
"Varnado High School, Varnado, LA",30.89292,-89.83263,1
"Doyline High School, Doyline, LA",32.536089,-93.406176,1
"North Webster Junior High School, Sarepta, LA",32.900843,-93.445681,1
"Lakeside Junior-Senior High School, Sibley, LA",32.517076,-93.304012,1
"Webster Junior High School, Minden, LA",32.611486,-93.272518,1
"Brusly Middle School, Brusly, LA",30.390435,-91.232915,1
"Devall Middle School, Port Allen, LA",30.540564,-91.292867,1
"Port Allen Middle School, Port Allen, LA",30.464038,-91.20731,1
"Epps High School, Epps, LA",32.60322,-91.48079,1
"Forest School, Forest, LA",32.792637,-91.410621,1
"Kilbourne High School, Kilbourne, LA",32.998235,-91.31957,1
"Oak Grove High School, Oak Grove, LA",32.859322,-91.395137,1
"West Feliciana Middle School, St. Francisville, LA",30.826779,-91.378062,1
"Atlanta High School, Atlanta, LA",31.806654,-92.73294,1
"Calvin High School, Calvin, LA",31.968073,-92.77521,1
"Dodson High School, Dodson, LA",32.076387,-92.657958,1
"Winnfield Middle School, Winnfield, LA",31.947024,-92.658609,1
"Pinecrest Supports & Services Center, Pineville, LA",31.36414,-92.40667,1
"Renaissance Home for Youth, Alexandria, LA",31.31176,-92.527981,1
"Brentwood Hospital, Shreveport, LA",32.5027,-93.739981,1
"Methodist Home for Children of Greater New Orleans, Mandeville, LA",30.34732,-90.018161,1
"Northlake Behavioral Health System, Mandeville, LA",30.345421,-90.022503,1
"River Oaks Hospital, Harahan, LA",29.96245,-90.202281,1
"Gateway Adolescent Treatment Center, Pineville, LA",31.329434,-92.43196,1
"Elm Street School-East Machias, East Machias, ME",44.7407,-67.389641,1
"Bay Ridge Elementary, Cutler, ME",44.67024,-67.25566,1
"Fort O'Brien School, Machiasport, ME",44.68901,-67.398111,1
"Whiting Village School, Whiting, ME",44.79118,-67.174721,1
"Acton Elementary School, Acton, ME",43.506933,-70.897184,1
"Alexander Elementary, Alexander, ME",45.10736,-67.43306,1
"Airline Community School, Aurora, ME",44.864447,-68.307777,1
"Appleton Village School, Appleton, ME",44.28278,-69.25904,1
"Auburn Middle School, Auburn, ME",44.091998,-70.250456,1
"Cony, Augusta, ME",44.314708,-69.749075,1
"Woodland Jr-Sr High School, Baileyville, ME",45.152134,-67.403264,1
"James F. Doughty School, Bangor, ME",44.797516,-68.783817,1
"William S. Cohen School, Bangor, ME",44.811537,-68.754577,1
"Conners-Emerson School, Bar Harbor, ME",44.387213,-68.21581,1
"Beals Elementary School, Beals, ME",44.516095,-67.612524,1
"Biddeford Middle School, Biddeford, ME",43.473435,-70.466983,1
"Blue Hill Consolidated School, Blue Hill, ME",44.414819,-68.592416,1
"Boothbay Region Elem School, Boothbay Harbor, ME",43.864336,-69.629279,1
"Brewer Community School, Brewer, ME",44.77554,-68.770751,1
"Bristol Consolidated School, Pemaquid, ME",43.90134,-69.50415,1
"Brooklin School, Brooklin, ME",44.26921,-68.570231,1
"Brooksville Elementary School, Brooksville, ME",44.392808,-68.758098,1
"Brunswick Jr High School, Brunswick, ME",43.901852,-69.977563,1
"Calais Middle/High School, Calais, ME",45.166145,-67.242036,1
"Cape Elizabeth Middle School, Cape Elizabeth, ME",43.594869,-70.230613,1
"Adams School, Castine, ME",44.390659,-68.79836,1
"Dawn F Barnes Elementary Sch, Caswell, ME",46.97969,-67.820171,1
"Charlotte Elementary School, Charlotte, ME",44.99829,-67.262071,1
"Dedham School, Orrington, ME",44.727099,-68.623097,1
"Deer Isle-Stonington Elementary Sch, Deer Isle, ME",44.243762,-68.675409,1
"Easton Junior-Senior High Sch, Easton, ME",46.640975,-67.90111,1
"Eastport Elementary School, Eastport, ME",44.907355,-66.989387,1
"East Range II CSD School, Topsfield, ME",45.425242,-67.719433,1
"Ellsworth Elementary-Middle School, Ellsworth, ME",44.55082,-68.433641,1
"Falmouth Middle School, Falmouth, ME",43.737868,-70.274375,1
"Glenburn Elementary School, Glenburn, ME",44.9164,-68.848431,1
"Gorham Middle School, Gorham, ME",43.665236,-70.442952,1
"Great Salt Bay Community School, Damariscotta, ME",44.031853,-69.524209,1
"Helen S Dunn Elementary School, Greenbush, ME",45.11963,-68.61005,1
"Greenville Consolidated School, Greenville, ME",45.458468,-69.599026,1
"Hancock Grammar School, Hancock, ME",44.53108,-68.251946,1
"Harmony Elementary, Harmony, ME",44.97685,-69.547801,1
"Hermon Middle School, Hermon, ME",44.811246,-68.907582,1
"Hope Elementary School, Hope, ME",44.22368,-69.22182,1
"Isle au Haut Rural School, Isle Au Haut, ME",44.076746,-68.631304,1
"Islesboro Central School, Islesboro, ME",44.2704,-68.91636,1
"Jefferson Village School, Jefferson, ME",44.20418,-69.454831,1
"Jonesboro Elementary School, Jonesboro, ME",44.653609,-67.583604,1
"Jonesport Elementary School, Jonesport, ME",44.556222,-67.61435,1
"Shapleigh School, Kittery, ME",43.114742,-70.743255,1
"Lamoine Consolidated School, Lamoine, ME",44.478496,-68.340793,1
"Lewiston Middle School, Lewiston, ME",44.102685,-70.20256,1
"Lincolnville Central School, Lincolnville, ME",44.294807,-69.11043,1
"Philip W Sugg Middle School, Lisbon Falls, ME",43.99954,-70.06796,1
"Rose M Gaffney School, Machias, ME",44.714972,-67.469027,1
"Madawaska Middle/High School, Madawaska, ME",47.352965,-68.325801,1
"Medway Middle School, Medway, ME",45.617915,-68.553955,1
"Dr Lewis S Libby School, Milford, ME",44.943058,-68.639929,1
"Stearns Jr-Sr High School, Millinocket, ME",45.661353,-68.705858,1
"Mt Desert Elementary School, Northeast Harbor, ME",44.293388,-68.292099,1
"New Sweden Consolidated School, New Sweden, ME",46.941522,-68.165221,1
"Nobleboro Central School, Nobleboro, ME",44.080646,-69.480174,1
"Center Drive School, Orrington, ME",44.72749,-68.81332,1
"Beech Hill School, Otis, ME",44.67221,-68.426341,1
"Pembroke Elementary School, Pembroke, ME",44.9406,-67.218461,1
"Penobscot Elementary School, Penobscot, ME",44.46818,-68.708691,1
"Perry Elementary School, Perry, ME",44.954563,-67.100916,1
"King Middle School, Portland, ME",43.657154,-70.274454,1
"Lincoln Middle School, Portland, ME",43.676211,-70.295612,1
"Lyman Moore Middle School, Portland, ME",43.70738,-70.2854,1
"Princeton Elementary School, Princeton, ME",45.217605,-67.551119,1
"Saco Middle School, Saco, ME",43.52554,-70.466981,1
"Sanford Jr High School, Sanford, ME",43.450113,-70.786744,1
"Scarborough Middle School, Scarborough, ME",43.595176,-70.337694,1
"Gardiner Regional Middle School, Gardiner, ME",44.217161,-69.802225,1
"Forest Hills Consolidated School, Jackman, ME",45.637794,-70.263577,1
"Quimby Middle School, Bingham, ME",45.054833,-69.882151,1
"East Grand School, Danforth, ME",45.663014,-67.865801,1
"Gray-New Gloucester Middle School, Gray, ME",43.901192,-70.35361,1
"Oxford Hills Middle School, Paris, ME",44.218084,-70.514205,1
"Lubec Consolidated School, Lubec, ME",44.856349,-66.990466,1
"Presque Isle Middle School, Presque Isle, ME",46.700106,-68.033211,1
"Fort Fairfield Middle/High School, Fort Fairfield, ME",46.767546,-67.840319,1
"Caravel Middle School, Carmel, ME",44.839933,-69.022255,1
"Van Buren Elementary School, Van Buren, ME",47.160911,-67.941597,1
"Valley Rivers Middle School, Fort Kent, ME",47.24862,-68.586421,1
"Camden-Rockport Middle School, Camden, ME",44.212344,-69.072022,1
"Houlton Junior High School, Houlton, ME",46.128824,-67.827409,1
"Mt Jefferson Jr High School, Lee, ME",45.363626,-68.284161,1
"Hichborn Middle School, Howland, ME",45.247618,-68.661996,1
"Ashland District School, Ashland, ME",46.627835,-68.39394,1
"Wisdom Middle High School, Saint Agatha, ME",47.24315,-68.314391,1
"Marshwood Middle School, Eliot, ME",43.153077,-70.797382,1
"Narraguagus Jr/Sr High School, Harrington, ME",44.620088,-67.841654,1
"Mt View Middle School, Thorndike, ME",44.553124,-69.271158,1
"Medomak Middle School, Waldoboro, ME",44.12291,-69.307191,1
"Penquis Valley High School, Milo, ME",45.25207,-68.99671,1
"Central Aroostook Jr-Sr H S, Mars Hill, ME",46.515477,-67.861115,1
"Telstar Middle School, Bethel, ME",44.418609,-70.765603,1
"Washburn District Elem School, Washburn, ME",46.790081,-68.152378,1
"Piscataquis Community Secondary Sch, Guilford, ME",45.17131,-69.379671,1
"Bonny Eagle Middle School, Buxton, ME",43.694919,-70.596611,1
"North Haven Community School, North Haven, ME",44.151137,-68.877497,1
"Vinalhaven School, Vinalhaven, ME",44.048692,-68.821811,1
"Swans Island Elementary School, Swans Island, ME",44.154523,-68.451526,1
"Edmunds Consolidated School, Edmunds Township, ME",44.89091,-67.22511,1
"Sedgwick Elementary School, Sedgwick, ME",44.360078,-68.664251,1
"South Bristol Elementary School, South Bristol, ME",43.86794,-69.560013,1
"Daniel F. Mahoney Middle School, South Portland, ME",43.634092,-70.251599,1
"Memorial Middle School, South Portland, ME",43.626883,-70.303366,1
"Pemetic Elementary School, Southwest Harbor, ME",44.28162,-68.325261,1
"Surry Elementary School, Surry, ME",44.499254,-68.503346,1
"Tremont Consolidated School, Tremont, ME",44.25342,-68.349951,1
"Trenton Elementary School, Trenton, ME",44.454355,-68.368799,1
"Vassalboro Community School, Vassalboro, ME",44.437875,-69.653315,1
"Veazie Community School, Veazie, ME",44.83259,-68.706721,1
"Waterville Junior High School, Waterville, ME",44.528967,-69.660608,1
"Wells Junior High School, Wells, ME",43.319597,-70.583015,1
"Westbrook Middle School, Westbrook, ME",43.66513,-70.346091,1
"Winslow Junior High School, Winslow, ME",44.550502,-69.61855,1
"Winthrop Middle School, Winthrop, ME",44.30316,-69.985997,1
"Wiscasset Middle High School, Wiscasset, ME",44.022914,-69.671918,1
"Woodland Consolidated Sch, Woodland, ME",46.878827,-68.116899,1
"Frank H Harrison Middle School, Yarmouth, ME",43.796015,-70.203272,1
"York Middle School, York, ME",43.14567,-70.662114,1
"Tripp Middle School, Turner, ME",44.269628,-70.224714,1
"Sacopee Valley Middle School, Hiram, ME",43.809903,-70.867899,1
"Lake Region Middle School, Naples, ME",44.002996,-70.65428,1
"Greely Middle School, Cumberland, ME",43.796991,-70.251392,1
"Strong Elementary School, Strong, ME",44.814775,-70.219315,1
"Kingfield Elementary School, Kingfield, ME",44.953074,-70.15855,1
"Phillips Elementary School, Phillips, ME",44.828365,-70.357605,1
"Lawrence Jr High School, Fairfield, ME",44.590005,-69.60565,1
"Central Middle School, Corinth, ME",44.996808,-69.01785,1
"Holbrook School, Holden, ME",44.74059,-68.61867,1
"Ridge View Community School, Dexter, ME",45.01278,-69.272061,1
"Madison Junior High School, Madison, ME",44.797833,-69.873778,1
"Skowhegan Area Middle School, Skowhegan, ME",44.749701,-69.733066,1
"Warsaw Middle School, Pittsfield, ME",44.787658,-69.393248,1
"Massabesic Middle School, East Waterboro, ME",43.58068,-70.700625,1
"Noble High School, North Berwick, ME",43.306318,-70.780788,1
"Se Do Mo Cha Middle School, Dover-Foxcroft, ME",45.194224,-69.226913,1
"Mill Pond School, Hodgdon, ME",46.056865,-67.862772,1
"Molly Ockett Middle School, Fryeburg, ME",44.019616,-70.964326,1
"Carrabec Community School, North Anson, ME",44.85751,-69.896701,1
"Mt Ararat Middle School, Topsham, ME",43.948016,-69.965834,1
"Bath Middle School, Bath, ME",43.919672,-69.829671,1
"Woolwich Central School, Woolwich, ME",43.94135,-69.783271,1
"Middle School of the Kennebunks, Kennebunk, ME",43.4121,-70.576431,1
"Bruce M Whittier Middle School, Poland, ME",44.07208,-70.412441,1
"Richmond Middle School, Richmond, ME",44.08936,-69.810881,1
"Monmouth Middle School, Monmouth, ME",44.25157,-70.038161,1
"Hall-Dale Middle School, Farmingdale, ME",44.26579,-69.800561,1
"Mattanawcook Jr High School, Lincoln, ME",45.36528,-68.499331,1
"Orono Middle School, Orono, ME",44.881285,-68.677595,1
"China Middle School, China, ME",44.439706,-69.527312,1
"Messalonskee Middle School, Oakland, ME",44.55207,-69.716871,1
"Chelsea Elementary School, Chelsea, ME",44.26771,-69.698591,1
"Palermo Consolidated School, Palermo, ME",44.388509,-69.467402,1
"Whitefield Elementary School, Whitefield, ME",44.22326,-69.603131,1
"Windsor Elementary School, Windsor, ME",44.30157,-69.584331,1
"Leonard Middle School, Old Town, ME",44.93185,-68.654731,1
"Oak Hill Middle School, Sabattus, ME",44.11117,-70.101121,1
"Loranger Memorial School, Old Orchard Beach, ME",43.513173,-70.392283,1
"Etna-Dixmont School, Etna, ME",44.74477,-69.098691,1
"Somerset Valley Middle School, Hartland, ME",44.88565,-69.445141,1
"Sebasticook Valley Middle School, Newport, ME",44.88256,-69.294291,1
"Oceanside High School West, Thomaston, ME",44.08104,-69.186481,1
"Maranacook Community Middle Sch, Readfield, ME",44.39616,-69.954171,1
"Durham Community School, Durham, ME",43.97299,-70.126891,1
"Freeport Middle School, Freeport, ME",43.86467,-70.103491,1
"Cave Hill School, Eastbrook, ME",44.685783,-68.286724,1
"Mountain View School, Sullivan, ME",44.55583,-68.201481,1
"Ella Lewis School, Steuben, ME",44.511927,-67.961157,1
"Peninsula School, Prospect Harbor, ME",44.40582,-68.026761,1
"Searsport District Middle School, Searsport, ME",44.463064,-68.925435,1
"Jordan-Small Middle School, Raymond, ME",43.93663,-70.444931,1
"Windham Middle School, Windham, ME",43.788192,-70.411552,1
"Caribou Middle School, Caribou, ME",46.86204,-68.006871,1
"Limestone Community School, Limestone, ME",46.90655,-67.827801,1
"Mountain Valley Middle School, Mexico, ME",44.555386,-70.526977,1
"T W Kelly Dirigo Middle School, Dixfield, ME",44.550193,-70.453363,1
"Buckfield Jr-Sr High School, Buckfield, ME",44.29884,-70.361151,1
"Bucksport Middle School, Bucksport, ME",44.5795,-68.780349,1
"Rangeley Lakes Regional School, Rangeley, ME",44.97341,-70.65297,1
"Spruce Mountain Middle School, Jay, ME",44.49418,-70.201371,1
"Katahdin Middle/High School, Stacyville, ME",45.92516,-68.438551,1
"So Aroostook School, Dyer Brook, ME",46.086582,-68.184566,1
"Cornville Regional Charter School, Cornville, ME",44.89137,-69.696441,1
"Mt Blue Middle School, Farmington, ME",44.67499,-70.133531,1
"Cherryfield Elementary, Cherryfield, ME",44.60317,-67.934021,1
"Samuel L Wagner Middle School, Winterport, ME",44.635925,-68.859377,1
"Reeds Brook Middle School, Hampden, ME",44.738881,-68.843087,1
"Harpswell Coastal Academy, Harpswell, ME",43.75833,-70.014591,1
"Athens Community School, Athens, ME",44.923454,-69.671829,1
"Stratton School, Stratton, ME",45.14355,-70.434251,1
"Maine Connections Academy, South Portland, ME",43.6302,-70.330121,1
"St George School, Tenants Harbor, ME",43.966279,-69.213635,1
"Maine Virtual Academy, Augusta, ME",44.31331,-69.768461,1
"Troy A Howard Middle School, Belfast, ME",44.41173,-69.025021,1
"The Seed School of Maryland, Baltimore, MD",39.28452,-76.664441,1
"Braddock Middle, Cumberland, MD",39.66612,-78.770776,1
"Westmar Middle, Lonaconing, MD",39.560565,-78.98815,1
"Mount Savage Middle, Mount Savage, MD",39.701081,-78.880005,1
"Washington Middle, Cumberland, MD",39.63866,-78.745863,1
"Annapolis Middle, Annapolis, MD",38.958048,-76.511464,1
"Arundel Middle, Odenton, MD",39.071669,-76.686142,1
"Wiley H. Bates Middle, Annapolis, MD",38.972273,-76.505652,1
"Chesapeake Bay Middle, Pasadena, MD",39.112417,-76.458282,1
"Brooklyn Park Middle, Baltimore, MD",39.216384,-76.619781,1
"Central Middle, Edgewater, MD",38.919582,-76.557496,1
"Central Special School, Edgewater, MD",38.923634,-76.566055,1
"Corkran Middle School, Glen Burnie, MD",39.154879,-76.633259,1
"George Fox Middle, Pasadena, MD",39.132251,-76.548984,1
"Lindale Middle, Linthicum, MD",39.195835,-76.662008,1
"MacArthur Middle, Fort Meade, MD",39.117205,-76.746555,1
"Magothy River Middle, Arnold, MD",39.05914,-76.513594,1
"Marley Glen School, Glen Burnie, MD",39.143335,-76.596597,1
"Marley Middle, Glen Burnie, MD",39.150339,-76.595614,1
"Old Mill Middle North, Millersville, MD",39.123128,-76.627627,1
"Old Mill Middle South, Millersville, MD",39.123154,-76.627676,1
"Severn River Middle, Arnold, MD",39.059232,-76.513636,1
"Severna Park Middle, Severna Park, MD",39.087344,-76.585923,1
"Southern Middle, Lothian, MD",38.823337,-76.609639,1
"Meade Middle, Fort Meade, MD",39.124994,-76.736827,1
"Chesapeake Science Point, Hanover, MD",39.16855,-76.735431,1
"Crofton Middle, Gambrills, MD",38.997102,-76.670272,1
"Monarch Academy, Glen Burnie, MD",39.18764,-76.595991,1
"Phoenix Academy, Annapolis, MD",38.983187,-76.513845,1
"Mary Moss at Adams Academy, Annapolis, MD",38.979776,-76.500809,1
"Arlington Elementary/Middle, Baltimore, MD",39.350314,-76.684348,1
"Armistead Gardens Elementary, Baltimore, MD",39.304822,-76.552678,1
"Arundel Elementary/Middle, Baltimore, MD",39.251793,-76.627751,1
"Dr. Nathan A. Pitts-Ashburton Elementary/Middle, Baltimore, MD",39.331016,-76.667553,1
"Barclay Elementary/Middle, Baltimore, MD",39.323729,-76.611441,1
"Bay-Brook Elementary, Baltimore, MD",39.225579,-76.597641,1
"Beechfield Elementary, Baltimore, MD",39.280752,-76.693394,1
"Booker T. Washington Middle, Baltimore, MD",39.303187,-76.627876,1
"Calverton, Baltimore, MD",39.299915,-76.658519,1
"Dr. Carter Godwin Woodson, Baltimore, MD",39.252041,-76.622416,1
"Cherry Hill Elementary/Middle, Baltimore, MD",39.248095,-76.623674,1
"Baltimore I.T. Academy, Baltimore, MD",39.35547,-76.600828,1
"City Springs Elementary, Baltimore, MD",39.289562,-76.597372,1
"Claremont School, Baltimore, MD",39.302849,-76.554497,1
"Coldstream Park Elementary, Baltimore, MD",39.321693,-76.60265,1
"Collington Square Elementary, Baltimore, MD",39.307255,-76.586651,1
"Commodore John Rogers Elementary, Baltimore, MD",39.293568,-76.587934,1
"Cross Country Elementary, Baltimore, MD",39.362481,-76.687933,1
"Curtis Bay Elementary, Baltimore, MD",39.226176,-76.592959,1
"Dickey Hill Elementary/Middle, Baltimore, MD",39.311439,-76.703841,1
"Dr. Martin Luther King Jr. Elementary, Baltimore, MD",39.333184,-76.656897,1
"Fallstaff Elementary, Baltimore, MD",39.362172,-76.705535,1
"Fort Worthington Elementary, Baltimore, MD",39.307839,-76.578919,1
"Francis Scott Key Elementary/Middle, Baltimore, MD",39.268114,-76.59452,1
"Franklin Square Elementary, Baltimore, MD",39.291134,-76.640722,1
"Garrett Heights Elementary, Baltimore, MD",39.349407,-76.569715,1
"Glenmount Elementary/Middle, Baltimore, MD",39.352385,-76.541212,1
"Graceland Park/O'Donnel Heights Elementary, Baltimore, MD",39.282305,-76.539957,1
"Grove Park Elementary, Baltimore, MD",39.341937,-76.699429,1
"Hamilton Elementary/Middle, Baltimore, MD",39.359768,-76.557694,1
"Hampden, Baltimore, MD",39.332121,-76.629957,1
"Hampstead Hill Academy, Baltimore, MD",39.286074,-76.576082,1
"Harlem Park Elementary, Baltimore, MD",39.297961,-76.640904,1
"Hazelwood Elementary/Middle, Baltimore, MD",39.338589,-76.538511,1
"Highlandtown Elementary #215, Baltimore, MD",39.289861,-76.570602,1
"Highlandtown Elementary #237, Baltimore, MD",39.28914,-76.564471,1
"Holabird Elementary, Baltimore, MD",39.275825,-76.538665,1
"James McHenry Elementary, Baltimore, MD",39.287397,-76.63347,1
"John Ruhrah Elementary, Baltimore, MD",39.284008,-76.551827,1
"Lakeland Elementary/Middle, Baltimore, MD",39.253704,-76.644853,1
"Leith Walk Elementary, Baltimore, MD",39.364658,-76.591527,1
"Margaret Brent Elementary, Baltimore, MD",39.319727,-76.615181,1
"Montebello Elementary, Baltimore, MD",39.328258,-76.585525,1
"Morrell Park Elementary/Middle, Baltimore, MD",39.262972,-76.650815,1
"Mount Royal Elementary/Middle, Baltimore, MD",39.30899,-76.624241,1
"The Mount Washington School, Baltimore, MD",39.36586,-76.654893,1
"Patterson High, Baltimore, MD",39.29279,-76.537205,1
"Pimlico Elementary, Baltimore, MD",39.347763,-76.667953,1
"Rognel Heights Elementary/Middle, Baltimore, MD",39.298046,-76.692488,1
"Roland Park Elementary/Middle, Baltimore, MD",39.357568,-76.634084,1
"Rosemont Elementary, Baltimore, MD",39.304342,-76.662709,1
