"id","area","size","alg8"
"2916500","KENNETT 39",138,0
"2916530","KEYTESVILLE R-III",8,0
"2916590","KING CITY R-I",21,0.322
"2916620","KINGSTON 42",6,0.71
"2916660","KINGSVILLE R-I",28,0
"2916710","KIRBYVILLE R-VI",34,0
"2916740","KIRKSVILLE R-III",173,0.07
"2916770","KIRKWOOD R-VII",414,0.484
"2916830","KNOB NOSTER R-VIII",113,0.267
"2916860","OREGON-HOWELL R-III",18,0
"2916920","LA MONTE R-IV",24,0
"2916950","LA PLATA R-II",26,0.157
"2917000","LACLEDE CO. C-5",45,0.242
"2917820","LADUE",310,0.496
"2917850","LAMAR R-I",112,0.223
"2917880","LAQUEY R-V",56,0
"2917910","LAREDO R-VII",5,0.752
"2917970","LATHROP R-II",97,0.192
"2918220","LAWSON R-XIV",88,0.314
"2918240","WEST ST. FRANCOIS CO. R-IV",89,0
"2918270","LEBANON R-III",309,0.258
"2918300","LEE'S SUMMIT R-VII",1359,0.338
"2918330","LEESVILLE R-IX",10,1
"2918360","LEETON R-X",24,0
"2918420","LEOPOLD R-III",20,0
"2918450","LESTERVILLE R-IV",20,0.5
"2918460","LEWIS CO. C-1",68,0.498
"2918480","LEXINGTON R-V",72,0
"2918510","LIBERAL R-II",34,0
"2918540","LIBERTY 53",840,0.239
"2918600","LICKING R-VIII SCHOOL DISTRICT",53,0.04
"2918670","LINCOLN R-II",29,0
"2918690","LINDBERGH SCHOOLS",486,0.354
"2919080","OSAGE CO. R-II",45,0
"2919170","LOGAN-ROGERSVILLE R-VIII",182,0
"2919200","LONEDELL R-XIV",37,0
"2919230","LONE JACK C-6",49,0.362
"2919260","LOUISIANA R-II",64,0.406
"2919350","WOODLAND R-IV",61,0
"2919380","MACKS CREEK R-V",24,0.359
"2919410","MACON CO. R-I",92,0.303
"2919840","MADISON C-3",18,0.217
"2919890","MALDEN R-I",70,0.271
"2919920","MALTA BEND R-V",6,0.303
"2919950","MANES R-V",10,0
"2919980","MANSFIELD R-IV",53,0
"2920010","MAPLEWOOD-RICHMOND HEIGHTS",92,0.399
"2920050","MARCELINE R-V",42,0.094
"2920160","MARION C. EARLY R-V",35,0.969
"2920280","MARION CO. R-II",15,0.278
"2920310","MARIONVILLE R-IX",62,0.216
"2920340","MARK TWAIN R-VIII",2,0
"2920370","MARQUAND-ZION R-VI",11,0
"2920410","MARSHALL",168,0.203
"2920430","MARSHFIELD R-I",216,0.208
"2920490","MARYVILLE R-II",99,0.235
"2920550","MAYSVILLE R-I",35,0.103
"2920610","MCDONALD CO. R-I",313,0.224
"2920640","MEADVILLE R-IV",18,0
"2920670","MEHLVILLE R-IX",792,0.211
"2920700","SCOTLAND CO. R-I",43,0.455
"2920750","NORTH MERCER CO. R-III",15,0
"2920810","MEXICO 59",159,0.333
"2920820","MIAMI R-I",17,0
"2920840","MIAMI R-I",4,0
"2920880","MIDDLE GROVE C-1",3,1
"2920940","MILAN C-2",51,0.294
"2921000","MILLER R-II",53,0.504
"2921030","MIRABILE C-1",5,0.356
"2921060","MISSOURI CITY 56",2,0.92
"2921100","MOBERLY SCHOOL DISTRICT",161,0.265
"2921120","MONETT R-I",186,0.251
"2921150","HIGH POINT R-III",7,0.606
"2921180","MONITEAU CO. R-V",4,0
"2921210","MONROE CITY R-I",46,0.306
"2921330","MONTGOMERY CO. R-II",95,0.302
"2921360","MONTROSE R-XIV",13,0
"2921420","SCOTT CO. CENTRAL",23,0.54
"2921480","MOUND CITY R-II",20,0
"2921510","MOUNTAIN GROVE R-III",89,0.141
"2921540","MOUNTAIN VIEW-BIRCH TREE R-III",87,0.112
"2921600","MT. VERNON R-V",106,0.296
"2921660","NORTHEAST NODAWAY CO. R-V",14,0
"2921690","NORTH NODAWAY CO. R-VI",15,0.128
"2921720","NAYLOR R-II",35,0
"2921750","NEELYVILLE R-IV",47,0.282
"2921810","NEOSHO R-V",313,0
"2921840","NEVADA R-V",182,0.295
"2921875","NEW BLOOMFIELD R-III",68,0.084
"2921880","MACON CO. R-IV",6,1
"2921940","NEW FRANKLIN R-I",32,0.27
"2921960","NEW HAVEN",34,0
"2922110","NEW YORK R-IV",5,0
"2922140","NEWBURG R-II",24,0.082
"2922470","NEWTOWN-HARRIS R-III",8,0
"2922500","NIANGUA R-V",15,0
"2922530","Nixa Public Schools",461,0.18
"2922560","NODAWAY-HOLT R-VII",21,0
"2922620","NORBORNE R-VIII",17,0.393
"2922650","NORMANDY SCHOOLS COLLABORATIVE",198,0.101
"2922710","NORTH ANDREW CO. R-VI",28,0
"2922740","NORTH CALLAWAY CO. R-I",93,0.513
"2922770","NORTH HARRISON R-III",12,0
"2922800","NORTH KANSAS CITY 74",1454,0.169
"2922830","NORTH PLATTE CO. R-I",34,0
"2922860","NORTHEAST RANDOLPH CO. R-IV",30,0.433
"2922890","NORTHWEST R-I",441,0.274
"2922920","NORTHWESTERN R-I",15,0
"2922950","NORWOOD R-I",37,0
"2922980","ADAIR CO. R-I",14,0
"2923010","OAK GROVE R-VI",164,0.538
"2923040","OAK HILL R-I",11,0.366
"2923070","OAK RIDGE R-VI",29,0.288
"2923100","ODESSA R-VII",166,0.52
"2923130","ORAN R-III",38,0.105
"2923160","ORCHARD FARM R-V",136,0.734
"2923190","SOUTH HOLT CO. R-I",14,0
"2923220","ORRICK R-XI",26,0
"2923250","OSBORN R-O",12,0
"2923270","OSCEOLA",40,0.329
"2923310","OTTERVILLE R-VI",18,0.106
"2923340","GASCONADE CO. R-II",140,0
"2923370","THORNFIELD R-I",11,0.364
"2923400","LUTIE R-VI",8,0
"2923430","OZARK R-VI",456,0.249
"2923460","MERAMEC VALLEY R-III",250,0.223
"2923490","PALMYRA R-I",88,0.316
"2923530","PARIS R-II",37,0.314
"2923550","PARK HILL",864,0.338
"2923580","PARKWAY C-2",1361,0.27
"2923640","MEADOW HEIGHTS R-II",42,0
"2923700","PATTONVILLE R-III",422,0.218
"2923730","RAYMORE-PECULIAR R-II",461,0.366
"2923760","NORTH PEMISCOT CO. R-I",21,0
"2923790","PEMISCOT CO. R-III",22,0.955
"2924530","PERRY CO. 32",171,0.093
"2924690","PETTIS CO. R-XII",15,0
"2925080","PHELPS CO. R-III",24,0.387
"2925140","PIKE CO. R-III",30,0.406
"2925170","PILOT GROVE C-4",18,0.386
"2925210","PLATO R-V",48,0.08
"2925230","PLATTE CO. R-III",305,0.493
"2925290","CLINTON CO. R-III",59,0.303
"2925330","PLEASANT HILL R-III",166,0.22
"2925350","PLEASANT HOPE R-VI",77,0.268
"2925410","POLO R-VII",35,0
"2925450","POPLAR BLUFF R-I",394,0.161
"2925500","POTOSI R-III",176,0.256
"2925530","PRAIRIE HOME R-V",10,0
"2925590","PRINCETON R-V",31,0.383
"2925620","PURDY R-II",38,0.317
"2925640","PUTNAM CO. R-I",67,0.386
"2925650","PUXICO R-VIII",53,0.299
"2925710","RALLS CO. R-II",58,0.069
"2926040","RAYMONDVILLE R-VII",14,0
"2926070","RAYTOWN C-2",711,0.19
"2926160","REEDS SPRING R-IV",165,0.381
"2926190","RENICK R-V",10,0.393
"2926220","REPUBLIC R-III",346,0.15
"2926310","RICH HILL R-IV",15,0
"2926370","RICHARDS R-V",44,0
"2926400","RICHLAND R-I",17,0
"2926430","RICHLAND R-IV",43,0.092
"2926480","RICHMOND R-XVI",116,0.442
"2926490","RIDGEWAY R-V",4,0
"2926550","RIPLEY CO. R-III",14,0
"2926580","RIPLEY CO. R-IV",13,0
"2926610","RISCO R-II",10,0
"2926640","RITENOUR",441,0.701
"2926670","RIVERVIEW GARDENS",394,0.173
"2926760","SPECL. SCH. DST. ST. LOUIS CO.",131,0
"2926790","ROCK PORT R-II",28,0
"2926850","ROCKWOOD R-VI",1787,0.288
"2926890","ROLLA 31",279,0.175
"2926940","ROSCOE C-1",8,0.215
"2926970","COLE CO. R-I",45,0.296
"2927060","ST. JOSEPH",861,0.203
"2927090","SALEM R-80",80,0.145
"2927330","HARDEMAN R-X",9,0.225
"2927450","OREARVILLE R-IV",3,0
"2927520","SALISBURY R-IV",33,0
"2927540","SARCOXIE R-II",59,0.236
"2927570","SAVANNAH R-III",171,0.083
"2927600","NORTHEAST VERNON CO. R-I",18,0
"2927630","SCHOOL OF THE OSAGE",164,0.329
"2927660","SCHUYLER CO. R-I",43,0.297
"2927830","SEDALIA 200",347,0.295
"2927870","SENATH-HORNERSVILLE C-8",65,0.268
"2927900","SENECA R-VII",112,0.211
"2927930","SEYMOUR R-II",53,0
"2928080","SHAWNEE R-III",9,0.428
"2928110","SHELBY CO. R-IV",56,0.4
"2928140","NORTH SHELBY",21,0
"2928170","SHELDON R-VIII",18,0
"2928200","SHELL KNOB 78",11,0.358
"2928260","SIKESTON R-6",281,0.248
"2928290","SILEX R I",21,0.42
"2928360","SLATER",29,0.136
"2928410","SMITHVILLE R-II",210,0.22
"2928430","SOUTH CALLAWAY CO. R-II",59,0.302
"2928470","SOUTH IRON CO. R-I",23,0.455
"2928500","SOUTH NODAWAY CO. R-IV",15,0
"2928530","SOUTH PEMISCOT CO. R-V",46,0.393
"2928560","SOUTHERN BOONE CO. R-I",118,0.224
"2928590","SOUTHERN REYNOLDS CO. R-II",38,0.258
"2928620","SOUTHLAND C-9",24,0
"2928680","SOUTHWEST LIVINGSTON CO. R-I",12,0
"2928710","SOUTHWEST R-V",63,0.238
"2928740","SPARTA R-III",56,0.283
"2928800","SPOKANE R-VII",62,0.062
"2928860","SPRINGFIELD R-XII",1777,0.292
"2928920","ST. CHARLES R-VI",359,0.248
"2928950","FRANCIS HOWELL R-III",1290,0.356
"2929100","ST. CLAIR R-XIII",165,0.178
"2929130","ST. ELIZABETH R-IV",23,0
"2929170","CENTRAL R-III",172,0
"2929250","ST. JAMES R-I",134,0.262
"2929340","STANBERRY R-II",16,0.987
"2929370","STE. GENEVIEVE CO. R-II",141,0.16
"2929430","STEELVILLE R-III",58,0.169
"2929490","STEWARTSVILLE C-2",16,0
"2929520","STOCKTON R-I",73,0
"2929580","STOUTLAND R-II",40,0
"2929610","MORGAN CO. R-I",57,0.191
"2929640","STRAFFORD R-VI",90,0.269
"2929670","STRASBURG C-3",9,0
"2929700","STURGEON R-V",32,0.361
"2929730","SUCCESS R-VI",4,0
"2929760","SULLIVAN",165,0
"2929810","SUMMERSVILLE R-II",30,0
"2929820","SUNRISE R-IX",29,0.339
"2929850","SWEDEBORG R-III",8,0
"2929880","SWEET SPRINGS R-VII",32,0
"2929910","TANEYVILLE R-II",13,0
"2929940","TARKIO R-I",21,0.461
"2930270","THAYER R-II",58,0.167
"2930300","TINA-AVALON R-II",9,0
"2930330","TIPTON R-VI",47,0.128
"2930360","TRENTON R-IX",83,0.186
"2930390","TRI-COUNTY R-VII",13,0
"2930420","EAST NEWTON CO. R-VI",100,0
"2930450","TROY R-III",488,0.281
"2930510","MILLER CO. R-III",15,0.132
"2930520","TWIN RIVERS R-X",79,0
"2930570","UNION R-XI",230,0.237
"2930600","UNION STAR R-II",6,0
"2930660","UNIVERSITY CITY",198,0.096
"2930690","VALLEY PARK",76,0.363
"2930720","VALLEY R-VI",34,0.262
"2930780","VAN-FAR R-I",45,0.265
"2930810","VERONA R-VII",30,0.2
"2930840","MORGAN CO. R-II",111,0.627
"2930870","MARIES CO. R-I",34,0.316
"2930900","WEST NODAWAY CO. R-I",11,0.357
"2930990","WALNUT GROVE R-V",12,0
"2931020","WARRENSBURG R-VI",227,0.344
"2931050","WARREN CO. R-III",253,0.398
"2931070","WARSAW R-IX",98,0.072
"2931110","WASHINGTON",306,0.478
"2931140","KINGSTON K-14",56,0.283
"2931230","RICHWOODS R-VII",19,0
"2931440","WAYNESVILLE R-VI",432,0.199
"2931460","WEAUBLEAU R-III",26,0
"2931500","WEBB CITY R-VII",350,0.165
"2931530","WEBSTER GROVES",321,0
"2931560","WELLINGTON-NAPOLEON R-IX",26,0.083
"2931620","WELLSVILLE MIDDLETOWN R-I",18,0
"2931650","WENTZVILLE R-IV",1125,0.246
"2931680","WEST PLAINS R-VII",143,0.337
"2931710","WEST PLATTE CO. R-II",42,0.493
"2931800","MIDWAY R-I",24,0.539
"2931830","OSAGE CO. R-III",39,0.324
"2931860","WESTRAN R-I",70,0
"2931890","WESTVIEW C-6",15,0
"2931920","WHEATLAND R-II",28,1
"2931950","WHEATON R-III",26,0
"2932010","WILLARD R-II",382,0.134
"2932070","WILLOW SPRINGS R-IV",120,0.182
"2932100","WINDSOR C-1",224,0.133
"2932110","HENRY CO. R-I",58,0.072
"2932190","WINFIELD R-IV",105,0.266
"2932220","WINONA R-III",34,0
"2932250","WINSTON R-VI",9,0
"2932300","WORTH CO. R-III",32,0.158
"2932310","WRIGHT CITY R-II OF WARREN CO.",108,0.718
"2932490","ZALMA R-V",20,0
"3000002","Somers Elem",55,0.284
"3000003","Cut Bank Elem",57,0.32
"3000004","Mountain View Elem",3,0
"3000005","Helena Elem",550,0.202
"3000006","Broadus Elem",13,0.831
"3000007","South Stacey Elem",1,0
"3000008","Ashland Elem",4,0
"3000090","Noxon Elem",13,0
"3000093","Liberty Elem",2,0
"3000096","North Star Elem",14,0
"3000098","Chester-Joplin-Inverness El",19,0
"3000099","Heart Butte K-12 Schools",14,0.033
"3000100","Mont Sch for Deaf Blind",4,0
"3000102","Dutton/Brady K-12 Schools",13,0
"3000654","Big Sky School K-12",22,0.089
"3000932","Shields Valley Elem",18,0
"3001710","Absarokee Elem",22,0.865
"3001860","Alberton K-12 Schools",9,0
"3002010","Anaconda Elem",94,0
"3002070","Anderson Elem",23,0.369
"3002220","Arlee Elem",35,0
"3002300","Arrowhead Elem",3,1
"3002430","Augusta Elem",3,0
"3002570","Ayers Elem",1,0
"3002640","Bainville K-12 Schools",17,0
"3002730","Baker K-12 Schools",30,0.414
"3002850","Smith Valley Elem",23,0
"3003270","Belfry K-12 Schools",4,0
"3003290","Belgrade Elem",236,0.449
"3003420","Belt Elem",30,0
"3003760","Big Sandy Elem",16,0
"3003800","Big Timber Elem",39,0
"3003820","Bigfork Elem",65,0.24
"3003870","Billings Elem",1230,0.253
"3003990","Birney Elem",1,0
"3004260","Bonner Elem",43,0.781
"3004380","Boulder Elem",28,0.138
"3004440","Box Elder Elem",39,0
"3004560","Bozeman Elem",486,0.277
"3004800","Bridger K-12 Schools",13,0
"3004890","Broadview Elem",15,0
"3004980","Townsend K-12 Schools",56,0.549
"3005010","Brockton Elem",14,0
"3005140","Browning Elem",161,0
"3005280","Butte Elem",305,0.224
"3005330","Bynum Elem",2,0
"3005460","Canyon Creek Elem",18,0.672
"3005550","Cardwell Elem",3,0
"3005850","Vaughn Elem",4,1
"3005880","Cascade Elem",20,0
"3005990","Cayuse Prairie Elem",27,0.126
"3006110","St Ignatius K-12 Schools",35,0.844
"3006112","Charlo Elem",18,0.204
"3006260","Chinook Elem",29,0.134
"3006320","Choteau Elem",35,0
"3006790","Circle Elem",12,0
"3006840","Clancy Elem",27,0.457
"3006870","Clinton Elem",27,0.249
"3007050","Colstrip Elem",51,0.32
"3007110","Columbia Falls Elem",168,0
"3007190","Columbus Elem",60,0
"3007330","Conrad Elem",24,0
"3007410","Corvallis K-12 Schools",112,0.088
"3007830","Culbertson Elem",18,0
"3008130","Custer K-12 Schools",2,0
"3008280","Darby K-12 Schools",34,0.446
"3008310","Davey Elem",1,0
"3008400","Lindsay Elem",1,1
"3008470","Deer Creek Elem",2,1
"3008670","Deer Lodge Elem",62,0.277
"3008700","Deer Park Elem",8,1
"3008730","Deerfield Elem",2,1
"3008860","Denton Elem",10,0.081
"3008880","DeSmet Elem",9,0
"3008910","Dillon Elem",83,0.297
"3009000","Divide Elem",1,0
"3009030","Dixon Elem",4,0
"3009120","Dodson K-12",8,0
"3009180","Drummond Elem",23,0
"3009510","East Glacier Park Elem",3,0
"3009560","East Helena Elem",124,0.478
"3009670","Ekalaka Elem",12,0
"3009720","Elder Grove Elem",36,0.486
"3009780","Elliston Elem",2,0
"3009840","Elysian Elem",19,0.196
"3009930","Ennis K-12 Schools",23,0.344
"3010080","Eureka Elem",55,0.378
"3010140","Fairfield Elem",15,0
"3010210","Fairview Elem",26,0.264
"3010230","Fair-Mont-Egan Elem",12,0
"3010820","Wise River Elem",2,0
"3010920","Evergreen School District",92,0.22
"3010950","Olney-Bissell Elem",6,0
"3011100","Florence-Carlton K-12 Schls",67,0.174
"3011160","Forsyth Elem",28,0.433
"3011240","Fort Benton Elem",20,0.48
"3011340","Fortine Elem",6,0
"3011420","Frazer Elem",13,0
"3011520","Frenchtown K-12 Schools",107,0.232
"3011550","Froid Elem",4,0
"3011650","Fromberg K-12",10,0
"3011670","Frontier Elem",8,1
"3011790","Gallatin Gateway Elem",16,1
"3011820","Gardiner Elem",21,0.92
"3012210","Geraldine K-12",6,0
"3012270","Geyser Elem",6,0
"3012420","Glasgow K-12 Schools",66,0
"3012510","Glendive Elem",111,0.094
"3012600","Golden Ridge Elem",8,0
"3012840","Philipsburg K-12 Schools",9,0
"3012960","Grass Range Elem",5,0
"3013040","Great Falls Elem",735,0.207
"3013110","Greenfield Elem",8,0
"3013200","Hall Elem",1,0
"3013260","Hamilton K-12 Schools",120,0.95
"3013310","Hardin Elem",138,0.147
"3013395","Harlem Elem",37,0
"3013440","Harlowton Elem",14,0
"3013530","Harrison K-12 Schools",5,1
"3013560","Havre Elem",148,0
"3013660","Hays-Lodge Pole K-12 Schls",22,0
"3013800","Helena Flats Elem",18,0
"3013860","Hellgate Elem",148,0.777
"3014070","Highwood K-12",9,0
"3014150","Cottonwood Elem",3,0
"3014340","Hinsdale Elem",4,0
"3014430","Hobson K-12 Schools",9,0
"3014640","Hot Springs K-12",14,1
"3014700","Huntley Project K-12 Schools",70,0.49
"3014760","Hysham K-12 Schools",4,0
"3015200","Joliet Elem",28,0.388
"3015340","Jordan Elem",11,0
"3015360","Judith Gap Elem",1,1
"3015450","Kalispell Elem",362,0.343
"3015570","Kila Elem",14,0.962
"3015690","Knees Elem",2,0
"3015930","Swan Lake-Salmon Elem",1,0
"3015990","Lambert Elem",16,0
"3016050","Lame Deer Elem",41,0
"3016110","LaMotte Elem",8,0
"3016200","Laurel Elem",154,0.445
"3016290","Lavina K-12 Schools",3,0
"3016490","Lewistown Elem",87,0.181
"3016530","Libby K-12 Schools",78,0.127
"3016710","Lima K-12 Schools",4,0
"3016810","Lincoln K-12 Schools",3,0
"3016880","Livingston Elem",114,0
"3016950","Lockwood Elem",120,0.305
"3017010","Lodge Grass Elem",22,0
"3017130","Lolo Elem",58,0.82
"3017190","Lone Rock Elem",18,0.682
"3017340","Lustre Elem",5,0.768
"3017370","Luther Elementary School",1,1
"3017520","Malmborg Elem",3,0
"3017580","Malta K-12 Schools",39,0.302
"3017610","Manhattan Elem",67,0
"3017700","Marion Elem",16,0
"3018060","McLeod Elem",1,0.9
"3018170","Medicine Lake K-12 Schools",10,0
"3018240","Melstone Elem",6,1
"3018290","Melville Elem",2,1
"3018410","Miles City Elem",123,0.153
"3018570","Missoula Elem",521,0.118
"3018750","Monforton Elem",24,0.407
"3018780","Montana City Elem",62,0
"3018870","Moore Elem",3,0
"3019170","Nashua K-12 Schools",13,0
"3019310","North Harlem Colony Elem",2,0
"3019740","Opheim K-12 Schools",3,0
"3019950","Ovando Elem",1,1
"3020040","Park City Elem",25,0.08
"3020240","Pendroy Elem",4,0
"3020820","Plains Elem",30,0
"3020960","Plentywood K-12 Schools",20,0
"3021000","Plevna K-12 Schools",1,0
"3021060","Polson Elem",130,0
"3021240","Poplar Elem",62,0
"3021330","Potomac Elem",8,0.469
"3021510","Power Elem",8,0
"3021720","Pryor Elem",6,0
"3021850","Ramsay Elem",11,0.364
"3021870","Rapelje Elem",5,0
"3022080","Red Lodge Elem",40,0.098
"3022230","Reed Point Elem",8,0
"3022290","Reichle Elem",2,0
"3022370","Richey Elem",5,1
"3022710","Roberts K-12 Schools",12,0.66
"3022750","Rocky Boy Elem",39,0.809
"3022790","Ronan Elem",98,0.243
"3022920","Rosebud K-12",5,0
"3023040","Roundup Elem",53,0.381
"3023160","Roy K-12 Schools",2,0
"3023340","Ryegate K-12 Schools",2,0
"3023370","Saco Elem",3,0
"3023520","Savage Elem",5,0
"3023670","Scobey K-12 Schools",23,0
"3023730","Seeley Lake Elem",19,0
"3023900","Shelby Elementary School District",45,0
"3023940","Shepherd Elem",68,0.275
"3024150","Sheridan Elem",22,0.089
"3024200","Sidney Elem",93,0.238
"3024300","Sun River Valley Elem",29,0
"3024690","Spring Creek Colony Elem",2,0
"3024930","St Regis K-12 Schools",9,0.367
"3024990","Stanford K-12 Schools",11,0
"3025020","Stevensville Elem",81,0.187
"3025130","Centerville Elem",28,0
"3025320","Sunburst K-12 Schools",9,0.356
"3025470","Superior K-12 Schools",17,0.273
"3025500","Swan River Elem",25,0
"3025530","Swan Valley Elem",2,0
"3025890","Target Range Elem",45,0.546
"3025950","Terry K-12 Schools",12,0.748
"3026070","Thompson Falls Elem",35,0.056
"3026160","Three Forks Elem",40,0.385
"3026460","Trego Elem",2,0
"3026520","Trout Creek Elem",2,0.625
"3026550","Troy Elem",37,0
"3026640","Turner Elem",3,0
"3026730","Twin Bridges K-12 Schools",17,0
"3026880","Ulm Elem",12,0
"3027060","Valier Elem",13,0.316
"3027270","Victor K-12 Schools",24,0.179
"3027570","West Valley Elem",60,0.299
"3027630","West Yellowstone K-12 School District #69",21,0
"3027730","Westby K-12 Schools",8,0.423
"3027740","Whitefish Elem",135,0
"3027810","Whitehall Elem",26,0.341
"3027930","Whitewater K-12 Schools",1,1
"3028020","Wibaux K-12 Schools",14,1
"3028140","Willow Creek Elem",1,0
"3028380","Winifred K-12 Schools",7,1
"3028470","Winnett K-12 Schools",3,0
"3028500","Wisdom Elem",1,0
"3028590","Wolf Point Elem",49,0.818
"3028650","Woodman Elem",2,1
"3028800","Wyola Elem",19,0
"3100002","DAVID CITY PUBLIC SCHOOLS",46,0.366
"3100003","EAST BUTLER PUBLIC SCHOOLS",23,0.435
"3100004","LAUREL-CONCORD-COLERIDGE SCHOOL",26,0.147
"3100006","WEST POINT PUBLIC SCHOOLS",57,0.296
"3100008","WISNER-PILGER PUBLIC SCHOOLS",35,0.535
"3100010","ANSELMO-MERNA PUBLIC SCHOOLS",14,1
"3100011","BROKEN BOW PUBLIC SCHOOLS",49,0.259
"3100012","CALLAWAY PUBLIC SCHOOLS",15,0.29
"3100016","GRAND ISLAND PUBLIC SCHOOLS",717,0.215
"3100018","WAUNETA-PALISADE PUBLIC SCHS",12,0.308
"3100020","EWING PUBLIC SCHOOLS",15,0
"3100021","WAVERLY SCHOOL DISTRICT 145",144,0.173
"3100022","NORTH PLATTE PUBLIC SCHOOLS",306,0.3
"3100023","MAXWELL PUBLIC SCHOOLS",27,0.537
"3100024","SUTHERLAND PUBLIC SCHOOLS",18,0.718
"3100025","ELKHORN VALLEY SCHOOLS",19,0
"3100029","SUPERIOR PUBLIC SCHOOLS",39,0.544
"3100034","ASHLAND-GREENWOOD PUBLIC SCHS",66,0.51
"3100041","STANTON COMMUNITY SCHOOLS",41,0.468
"3100046","KEARNEY WEST HIGH SCHOOL",1,0
"3100065","FRANKLIN PUBLIC SCHOOLS",23,0.423
"3100066","SILVER LAKE PUBLIC SCHOOLS",12,0.978
"3100067","BANNER COUNTY PUBLIC SCHOOLS",12,0
"3100070","AMHERST PUBLIC SCHOOLS",26,0.459
"3100071","TEKAMAH-HERMAN COMMUNITY SCHS",50,0.199
"3100072","LEYTON PUBLIC SCHOOLS",15,0
"3100073","ARNOLD PUBLIC SCHOOLS",8,1
"3100076","SCRIBNER-SNYDER COMMUNITY SCHS",14,0.617
"3100077","DUNDY CO STRATTON PUBLIC SCHS",32,0
"3100080","ALMA PUBLIC SCHOOLS",21,0.185
"3100082","STUART PUBLIC SCHOOLS",10,0
"3100085","ST PAUL PUBLIC SCHOOLS",44,0.298
"3100088","NORRIS SCHOOL DIST 160",174,0.473
"3100089","PALMER PUBLIC SCHOOLS",23,0.432
"3100090","BAYARD PUBLIC SCHOOLS",27,0
"3100091","FULLERTON PUBLIC SCHOOLS",23,0.3
"3100095","CRETE PUBLIC SCHOOLS",132,0.175
"3100096","FRIEND PUBLIC SCHOOLS",15,1
"3100097","MORRILL PUBLIC SCHOOLS",24,0.298
"3100098","GERING PUBLIC SCHOOLS",155,0.225
"3100099","CENTENNIAL PUBLIC SCHOOLS",27,0.657
"3100105","BRIDGEPORT PUBLIC SCHOOLS",38,0.488
"3100109","SOUTHERN VALLEY SCHOOLS",39,0.519
"3100110","SOUTH PLATTE PUBLIC SCHOOLS",13,0
"3100111","EUSTIS-FARNAM PUBLIC SCHOOLS",16,0.245
"3100112","LAKEVIEW COMMUNITY SCHOOLS",68,0.242
"3100114","LOGAN VIEW PUBLIC SCHOOLS",49,0.545
"3100115","NORTH BEND CENTRAL PUBLIC SCHS",44,0.428
"3100116","FREEMAN PUBLIC SCHOOLS",27,0.704
"3100117","HEARTLAND COMMUNITY SCHOOLS",23,0.565
"3100118","FILLMORE CENTRAL PUBLIC SCHS",31,0.221
"3100119","NEBRASKA UNIFIED DISTRICT 1",29,0.563
"3100120","HITCHCOCK CO SCH SYSTEM",28,0
"3100121","DONIPHAN-TRUMBULL PUBLIC SCHS",44,0.398
"3100122","SOUTH CENTRAL NEBRASKA UNIFIED 5",29,0.528
"3100123","HIGH PLAINS COMMUNITY SCHOOLS",13,0
"3100124","BRUNING-DAVENPORT UNIFIED SYS",10,0.919
"3100125","DILLER-ODELL PUBLIC SCHOOLS",20,0.927
"3100129","TWIN RIVER PUBLIC SCHOOLS",26,0.789
"3100130","CROSS COUNTY COMMUNITY SCHOOLS",23,0.293
"3100132","THAYER CENTRAL COMMUNITY SCHS",22,1
"3100133","EXETER-MILLIGAN PUBLIC SCHOOLS",11,0.364
"3100134","WILCOX-HILDRETH PUBLIC SCHOOLS",7,0
"3100140","CREEK VALLEY SCHOOLS",20,0
"3100141","EMERSON-HUBBARD PUBLIC SCHOOLS",15,0.272
"3100157","PERKINS COUNTY SCHOOLS",26,0
"3100163","CHASE COUNTY SCHOOLS",48,0.25
"3100165","DOUGLAS CO WEST COMMUNITY SCHS",62,0.355
"3100170","GORDON-RUSHVILLE PUBLIC SCHS",61,0
"3100172","WEST HOLT PUBLIC SCHOOLS",25,0
"3100176","JOHNSON CO CENTRAL PUBLIC SCHS",37,0.248
"3100178","SOUTHWEST PUBLIC SCHOOLS",21,0
"3100179","HUMBOLDT TABLE ROCK STEINAUER",25,0
"3100180","WEST BOYD SCHOOL DISTRICT",19,0.716
"3100184","RIVERSIDE PUBLIC SCHOOLS",14,0
"3100185","CENTRAL VALLEY PUBLIC SCHOOLS",24,0.285
"3101992","ELMWOOD-MURDOCK PUBLIC SCHOOLS",29,0.421
"3102770","ADAMS CENTRAL PUBLIC SCHOOLS",79,0.331
"3102790","AINSWORTH COMMUNITY SCHOOLS",32,0.352
"3102820","BOONE CENTRAL SCHOOLS",44,0.24
"3102880","ALLEN CONSOLIDATED SCHOOLS",15,0
"3102910","ALLIANCE PUBLIC SCHOOLS",113,0.223
"3103060","ANSLEY PUBLIC SCHOOLS",11,0
"3103090","ARAPAHOE PUBLIC SCHOOLS",18,0
"3103120","ARCADIA PUBLIC SCHOOLS",12,0
"3103130","ARLINGTON PUBLIC SCHOOLS",48,0.314
"3103210","ARTHUR COUNTY SCHOOLS",9,0
"3103330","AUBURN PUBLIC SCHOOLS",68,0.36
"3103360","AURORA PUBLIC SCHOOLS",87,0.248
"3103420","AXTELL COMMUNITY SCHOOL",24,0.288
"3103440","BANCROFT-ROSALIE COMM SCHOOLS",17,0
"3103540","BATTLE CREEK PUBLIC SCHOOLS",33,0.451
"3103600","BEATRICE PUBLIC SCHOOLS",147,0
