"id","area","size","alg8"
"2400690","Wicomico County Public Schools",982,0.198
"2400720","Worcester County Public Schools",444,0.304
"2500001","Quabbin Regional School District",209,0
"2500002","Spencer-E Brookfield",112,0
"2500013","Southwick-Tolland-Granville Regional School District",138,0.379
"2502790","Academy Of the Pacific Rim Charter Public (District)",4435,0.692
"2502970","Cape Cod Lighthouse Charter (District)",80,0.285
"2511760","Innovation Academy Charter (District)",257,0.445
"2506660","Community Day Charter Public School - Prospect (District)",1196,0.019
"2511130","Sabis International Charter (District)",1647,0.127
"2505010","Benjamin Franklin Classical Charter Public (District)",508,0.546
"2504590","Hilltown Cooperative Charter Public (District)",139,0.144
"2507260","Marblehead Community Charter Public (District)",286,0.913
"2500043","Martha's Vineyard Charter (District)",53,0.33
"2500542","Francis W. Parker Charter Essential (District)",199,0.01
"2509030","South Shore Charter Public (District)",240,0.999
"2510920","Pioneer Valley Performing Arts Charter Public (District)",210,0.275
"2513230","Seven Hills Charter Public (District)",1817,0.019
"2503270","Prospect Hill Academy Charter (District)",542,0.305
"2504950","Foxborough Regional Charter (District)",329,0.129
"2507170","Mystic Valley Regional Charter (District)",573,0.238
"2509720","Rising Tide Charter Public (District)",668,0.972
"2508580","River Valley Charter (District)",195,0.342
"2507020","Lowell Community Charter Public (District)",1135,0.062
"2500067","Manchester Essex Regional",120,0.407
"2504980","Christa McAuliffe Charter Public (District)",687,0.072
"2505490","Four Rivers Charter Public (District)",133,0.136
"2501780","Berkshire Arts and Technology Charter Public (District)",179,0.157
"2507110","KIPP Academy Lynn Charter (District)",1064,0.193
"2505970","Hill View Montessori Charter Public (District)",661,0
"2510380","Salem Academy Charter (District)",374,0
"2507320","Advanced Math and Science Academy Charter (District)",469,0.3
"2506270","Holyoke Community Charter (District)",425,0.176
"2505580","Pioneer Valley Chinese Immersion Charter (District)",53,0.405
"2504770","Pioneer Charter School of Science (District)",530,0.241
"2508430","Global Learning Charter Public (District)",1006,0.086
"2503660","Hampden Charter School of Science (District)",389,0.175
"2500544","Monomoy Regional School District",145,0.36
"2510500","Pioneer Charter School of Science II (PCSS-II) (District)",292,0.145
"25_virtual","Massachusetts Virtual Academy at Greenfield Commonwealth Vir",165,0.082
"2501650","Abington Public Schools",165,0
"2501710","Acton-Boxborough Regional School District",443,0.331
"2501740","Acushnet",111,0
"2501800","Agawam",299,0.274
"2501860","Amesbury",184,0
"2501920","Amherst-Pelham",233,0.928
"2501950","Andover",503,0
"2501980","Arlington",336,0.596
"2502040","Ashburnham-Westminster",187,0
"2502100","Ashland",199,0
"2502160","Athol-Royalston",119,0
"2502190","Attleboro",447,0.231
"2502220","Auburn",205,0.496
"2502250","Avon",63,0
"2502310","Barnstable",406,0.229
"2502400","Bedford",174,0.825
"2502430","Belchertown Public Schools",199,0
"2502460","Bellingham",185,0.748
"2502490","Belmont",328,0.602
"2502520","Berkley",100,0.186
"2502530","Berkshire Hills",106,0.273
"2502580","Berlin-Boylston",82,0.377
"2502640","Beverly",312,0.368
"2502670","Billerica",494,0.25
"2502715","Blackstone-Millville",150,0.966
"2502820","Bourne",185,0.309
"2502940","Braintree",493,0
"2503030","Bridgewater-Raynham",407,0.303
"2503090","Brockton",1289,0.318
"2503150","Brookline",507,0
"2503240","Burlington",293,0.99
"2503300","Canton",258,0.517
"2503330","Carlisle",80,1
"2503360","Carver",134,0.321
"2503390","Central Berkshire",130,0.478
"2503510","Chelmsford",411,0.191
"2503540","Chelsea",413,0.205
"2503720","Clarksburg",16,0
"2503750","Clinton",124,0.366
"2503780","Cohasset",135,0
"2503840","Concord Public Schools",208,0.837
"2503990","Danvers",292,0.404
"2504020","Dartmouth",333,0
"2504050","Dedham",230,0.533
"2504140","Dennis-Yarmouth",227,0
"2504200","Dighton-Rehoboth",240,0.198
"2504230","Douglas",146,0.988
"2504290","Dover-Sherborn",177,1
"2504320","Dracut",328,0.924
"2504360","Dudley-Charlton Reg",351,0.412
"2504410","Duxbury",269,0.999
"2504440","East Bridgewater",195,0.328
"2504500","East Longmeadow",228,0.359
"2504560","Nauset",193,0.346
"2504620","Easton",278,0.356
"2504650","Oak Bluffs",39,0.352
"2504800","Fairhaven",153,0
"2504830","Fall River Public Schools",729,0.959
"2504860","Falmouth",290,0.93
"2504890","Fitchburg",329,0
"2504920","Florida",11,0
"2505070","Freetown-Lakeville",264,0.252
"2505100","Frontier",119,0.329
"2505130","Gardner",212,0.604
"2505160","Gateway",78,0.229
"2505220","Georgetown",126,0.398
"2505270","Gill-Montague",82,0.253
"2505280","Gloucester",197,0
"2505370","Grafton",258,0.281
"2505400","Granby",67,0
"2505500","Groton-Dunstable",206,0.382
"2505670","Hamilton-Wenham Regional School District",135,0
"2505730","Hampden-Wilbraham",242,0.392
"2505740","Hampshire",142,0.858
"2505790","Hanover",200,0.313
"2505880","Harvard",93,0.65
"2505940","Hatfield",35,1
"2506090","Hingham",329,0.528
"2506150","Holbrook",107,0
"2506240","Holliston",246,0.332
"2506300","Hopedale",88,0.539
"2506330","Hopkinton",279,0
"2506390","Hudson",229,0.293
"2506420","Hull",80,0.875
"2506480","Ipswich",158,0
"2506510","King Philip",423,0
"2506690","Lee",53,0.532
"2506720","Leicester",147,0.443
"2506750","Lenox",67,0.55
"2506780","Leominster",448,0.083
"2506840","Lexington",551,1
"2506900","Lincoln",104,0.476
"2506960","Littleton",132,0.44
"2506990","Longmeadow",255,0.418
"2507050","Ludlow",215,0.437
"2507080","Lunenburg",115,0
"2507140","Lynnfield",166,0.941
"2507230","Mansfield",351,0.296
"2507350","Marshfield",348,0.352
"2507410","Masconomet",323,0.42
"2507440","Mashpee",127,0.455
"2507500","Maynard",117,0
"2507530","Medfield",212,0.235
"2507560","Medford",291,0.178
"2507590","Medway",207,0
"2507620","Melrose",285,0.257
"2507680","Mendon-Upton Regional School District",200,0
"2507770","Middleborough Public Schools",255,0
"2507860","Milford",317,0.945
"2507890","Millbury",144,0.23
"2507920","Millis",121,0
"2507980","Milton",273,0
"2507990","Mohawk Trail Regional School District",68,0
"2508040","Monson",92,0.296
"2508160","Mount Greylock",93,0.197
"2508250","Nantucket",129,0.572
"2508280","Narragansett",111,0
"2508310","Nashoba",247,0.492
"2508340","Natick",418,0.191
"2508370","Needham",400,0.973
"2508610","Newton",940,0.998
"2508670","North Adams",98,0
"2508700","North Andover",350,0.48
"2508730","North Attleborough",399,0.18
"2508760","North Brookfield",55,0
"2508790","North Middlesex",292,0
"2508820","North Reading",214,0.2
"2508850","Northampton",198,0
"2508880","Northborough",207,0
"2508940","Northbridge",174,0
"2509000","Norton",204,0.595
"2509060","Norwood",250,0.045
"2509090","Edgartown",39,0.257
"2509150","Old Rochester",222,0.5
"2509270","Oxford",148,0
"2509300","Palmer",122,0.859
"2509360","Peabody",411,0.189
"2509420","Pembroke",246,0.4
"2509450","Pentucket",252,0.333
"2509600","Pioneer Valley Regional School District",75,1
"2509630","Pittsfield",377,0.342
"2509840","Provincetown",11,0
"2509870","Quincy",632,0.357
"2509900","Ralph C Mahar",121,0.121
"2509930","Randolph",221,0.46
"2509990","Reading",337,0.164
"2510050","Revere",507,0.279
"2510080","Richmond",21,0
"2510170","Rockland",210,0.848
"2510200","Rockport",78,0
"2510560","Scituate",234,1
"2510590","Seekonk",179,0
"2510620","Sharon",255,0.527
"2510770","Shrewsbury",547,0
"2510830","Silver Lake",317,0.267
"2510860","Somerset",214,0.107
"2510890","Somerville",335,0
"2510980","Southborough",163,0.539
"2511010","Southbridge",182,0
"2511040","Southern Berkshire",55,0.414
"2511220","Stoneham",213,0
"2511250","Stoughton",315,0.256
"2511340","Sudbury",316,0.839
"2511400","Sutton",118,0.459
"2511430","Swampscott",164,0.261
"2511460","Swansea",172,0.967
"2511490","Tantasqua",275,0.171
"2511520","Taunton",639,0.252
"2511580","Tewksbury",313,0
"2511740","Triton",223,0.233
"2511850","Uxbridge",140,0
"2511880","Wachusett",597,0.355
"2511910","Wakefield",303,0.29
"2511970","Walpole",300,0
"2512000","Waltham",374,0.456
"2512030","Ware",101,0.277
"2512060","Wareham",207,0
"2512100","Quaboag Regional",98,0.803
"2512180","Watertown",168,0.361
"2512210","Wayland",218,1
"2512270","Wellesley",374,0.921
"2512390","West Boylston",80,0.334
"2512420","West Bridgewater",109,0.245
"2512510","West Springfield",289,0.189
"2512570","Tisbury",32,0.289
"2512600","Westborough",266,0.344
"2512630","Westfield",449,0.243
"2512660","Westford",439,0
"2512750","Weston",173,0.965
"2512810","Westwood",251,0.388
"2512840","Weymouth",479,0.411
"2512930","Whitman-Hanson",324,0.416
"2513050","Wilmington",262,0.252
"2513080","Winchendon",109,0.4
"2513110","Winchester",362,1
"2513170","Winthrop",147,0
"2513200","Woburn",351,0.24
"2600005","Battle Creek Public Schools",376,0.061
"2600006","Bessemer Area School District",33,0
"2600007","Harbor Beach Community Schools",30,0.584
"2600011","Sigel Township S/D #4F",2,0.903
"2600012","St. Ignace Area Schools",51,0.528
"2600013","Marquette Area Public Schools",241,0.273
"2600014","Ewen-Trout Creek Consolidated School District",16,0
"2600015","Wayne-Westland Community School District",963,0.172
"2600016","Crestwood School District",444,0.08
"2600017","Bad Axe Public Schools",64,0
"2600018","L'Anse Area Schools",53,0.233
"2600019","Superior Central School District",27,0.441
"2610140","Pansophia Academy",239,0.008
"2606510","Concord Academy - Boyne",22,0
"2608730","Charlevoix Montessori Academy for the Arts",73,0.441
"2630990","Joseph K. Lumsden Bahweting Anishnabe Academy",200,0.182
"2612690","Island City Academy",211,0.151
"2627930","Concord Academy - Petoskey",231,0.263
"2616350","Woodland Park Academy",739,0.242
"2613050","Woodland School",123,0.379
"2621150","Mid-Michigan Leadership Academy",815,0.03
"2624750","Renaissance Public School Academy",267,0
"2626010","Da Vinci Institute",223,0.257
"2616440","New Branches Charter Academy",1261,0.197
"2620280","West MI Academy of Environmental Science",392,0.232
"2620340","Excel Charter Academy",719,0.132
"2607560","Byron Center Charter School",297,0
"2616110","Vista Charter Academy",253,0.209
"2636570","Vanguard Charter Academy",391,0.242
"2628140","Kensington Woods Schools",316,0.139
"2606870","Charyl Stockwell Academy",531,0.408
"2604020","Nah Tah Wahsh Public School Academy",76,0.136
"2632310","AGBU Alex-Marie Manoogian School",948,0.265
"2616380","Walden Green Montessori",507,0.24
"2618420","Black River Public School",401,0.321
"2602820","Honey Creek Community School",1312,0.562
"2612000","Plymouth Educational Center Charter School",5938,0.369
"2632280","Michigan Technical Academy",390,0.133
"2612450","Eaton Academy",344,0.663
"2607080","Summit Academy",187,0.64
"2623820","Midland Academy of Advanced and Creative Studies",645,0.313
"2604830","Countryside Academy",164,0.048
"2618390","Hillsdale Preparatory School",144,0.237
"2617160","Grattan Academy",287,0.03
"2614610","Knapp Charter Academy",913,0.214
"2607620","Cross Creek Charter Academy",406,0.349
"2621180","Chatfield School",432,0.146
"2622410","Casman Alternative Academy",112,0.203
"2628740","Pontiac Academy for Excellence",605,0.644
"2635910","Eagle Crest Charter Academy",575,0.221
"2607230","Saginaw Preparatory Academy",23,0
"2623460","Academy for Business and Technology",288,0.107
"2617760","Chandler Park Academy",387,0.07
"2611600","The Dearborn Academy",1952,0.305
"2605780","Crossroads Charter Academy",210,0.234
"2614520","Northridge Academy",478,0.187
"2635970","Linden Charter Academy",159,0.011
"2621450","White Pine Academy",137,0.277
"2635520","Windemere Park Charter Academy",309,0.219
"2619620","Paragon Charter Academy",382,0.101
"2619950","Paramount Charter Academy",970,0.293
"2608520","Creative Technologies Academy",261,0.222
"2610620","Chandler Woods Charter Academy",220,0.334
"2635190","Conner Creek Academy East",1238,0.202
"2630210","Global Preparatory Academy",476,0.212
"2604470","New Bedford Academy",370,0.333
"2626760","Timberland Academy",250,0.114
"2618450","Holly Academy",322,0.177
"2630390","Francis Reh PSA",499,0.171
"2628830","Landmark Academy",747,0.824
"2623850","South Arbor Charter Academy",272,0.411
"2636485","Summit Academy North",586,0.198
"2629460","Detroit Service Learning Academy",340,0.511
"2618330","George Washington Carver Academy",113,0
"2622970","Marshall Academy",197,0.328
"2603540","Burton Glen Charter Academy",118,0.032
"2630120","Metro Charter Academy",286,0.224
"2628560","Canton Charter Academy",1243,0.223
"2633870","Grand Traverse Academy",833,0.668
"2632340","Creative Montessori Academy",354,0.069
"2602220","Outlook Academy",216,0.156
"2633540","Trillium Academy",652,0.21
"2600280","Michigan School for the Deaf",5,0
"2625230","Merritt Academy",145,0.216
"2606900","Ojibwe Charter School",49,0
"2617520","Hamtramck Academy",349,0.025
"2634560","Keystone Academy",537,0.252
"2614460","Great Oaks Academy",248,0.099
"2621840","Universal Learning Academy",1166,0.268
"2624690","Prevail Academy",112,0.33
"2619800","Triumph Academy",207,0.186
"2636630","Fortis Academy",512,0.312
"2633420","Madison Academy",339,0.239
"2606780","International Academy of Saginaw",152,0
"2621120","Four Corners Montessori Academy",220,0.301
"2608580","Michigan Mathematics and Science Academy",257,0.355
"26_virtual","Michigan Connections Academy",1104,0.063
"2602040","Bay City Academy",26,0
"2604260","Bay City Academy",620,0.236
"2601001","Education Achievement Authority of Michigan",308,0
"2636660","Innocademy",488,0
"2615830","Charlton Heston Academy",112,0.472
"2624870","Muskegon Heights Public School Academy System",45,0
"2633510","Alternative Educational Academy of Iosco County",117,0.289
"2618030","Momentum Academy",223,0.164
"2627240","Kingsbury Country Day School",436,0.4
"2624120","Muskegon Montessori Academy for Environmental Change",312,0.19
"2635850","Alternative Educational Academy Of Ogemaw County",172,0.382
"2601890","Adams Township School District",32,0.495
"2601920","Addison Community Schools",59,0.231
"2601950","Adrian School District of the City of",207,0.13
"2601980","Airport Community Schools",199,0.36
"2602010","Akron-Fairgrove Schools",16,0
"2602070","Albion Public Schools",29,0
"2602160","Alcona Community Schools",62,0.104
"2602190","Algonac Community School District",131,0.626
"2602520","Allen Park Public Schools",290,0.211
"2602550","Allendale Public Schools",183,0.163
"2602640","Alma Public Schools",168,0.095
"2602670","Almont Community Schools",147,0.208
"2602730","Alpena Public Schools",317,0.191
"2602790","Anchor Bay School District",490,0.201
"2603060","Arenac Eastern School District",19,0
"2603240","Armada Area Schools",149,0.358
"2603480","Ashley Community Schools",19,0
"2603510","Athens Area Schools",49,1
"2603570","Atlanta Community Schools",24,0
"2603600","Au Gres-Sims School District",27,0
"2603660","AuTrain-Onota Public Schools",4,0
"2603690","Avondale School District",228,0.405
"2603810","Baldwin Community Schools",39,0
"2603870","Bangor Public Schools (Van Buren)",79,0
"2603900","Bangor Township Schools",173,0
"2603960","Bangor Township S/D #8",2,0
"2603990","Baraga Area Schools",27,0.07
"2604170","Bath Community Schools",101,0.318
"2604290","Beal City Public Schools",63,0
"2604320","Bear Lake Schools",24,0
"2604350","Beaver Island Community School",5,0.833
"2604440","Beaverton Rural Schools",96,0
"2604530","Belding Area School District",152,0.343
"2604620","Bellaire Public Schools",40,0
"2604650","Bellevue Community Schools",37,0.484
"2604740","Bendle Public Schools",85,0.087
"2604800","Bentley Community School District",68,0.326
"2604950","Benzie County Central Schools",112,0.27
"2605010","Berkley School District",336,0.802
"2605100","Berlin Township S/D #3",4,0
"2605430","Berrien Springs Public Schools",145,0.292
"2605690","Big Bay De Noc School District",14,0
"2605820","Birch Run Area Schools",144,0.369
"2605850","Birmingham Public Schools",662,0.286
"2606000","Blissfield Community Schools",100,0.317
"2606090","Bloomfield Hills Schools",391,0.572
"2606270","Bloomingdale Public School District",103,0.242
"2606500","Boyne City Public Schools",110,0.06
"2606570","Brandon School District in the Counties of Oakland and Lapee",200,0.274
"2606600","Brandywine Community Schools",114,0.178
"2606630","Breckenridge Community Schools",63,0.062
"2606720","Breitung Township School District",144,0.998
"2606840","Bridgman Public Schools",58,0.328
"2606930","Britton Deerfield Schools",41,0.478
"2606960","Bronson Community School District",52,0.349
"2606990","Columbia School District",101,0.16
"2607040","Brown City Community Schools",70,0.468
"2607140","Buchanan Community Schools",122,0.269
"2607170","Buckley Community Schools",26,0.492
"2607320","Bullock Creek School District",137,0.361
"2607410","Burr Oak Community School District",16,0
"2607470","Burt Township School District",2,0
"2607530","Byron Area Schools",88,0.333
"2607590","Cadillac Area Public Schools",227,0.215
"2607690","Public Schools of Calumet Laurium & Keweenaw",111,0.172
"2607710","Camden-Frontier School",43,0.456
"2607800","Capac Community Schools",80,0.33
"2607890","Carman-Ainsworth Community Schools",352,0.117
